"material","provider","thickness","length","width","display","sheet_cost"
"Stainless Steel 304-#4","online-metals",0.001,1200,12,"Stainless Steel 304-#4-L-1200.000-W-12.000-T-0.001",308.23
"Stainless Steel 304-2B","online-metals",0.001,1200,12,"Stainless Steel 304-2B-L-1200.000-W-12.000-T-0.001",308.23
"Stainless Steel 304","online-metals",0.001,1200,12,"Stainless Steel 304-L-1200.000-W-12.000-T-0.001",308.23
"Stainless Steel 304","online-metals",0.029,36,36,"Stainless Steel 304-L-36.000-W-36.000-T-0.029",309.94
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",309.94
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",280.21
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",309.94
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",280.21
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",331.17
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",305.69
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",424.57
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",408.53
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",280.21
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",386.36
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",331.17
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",318.42
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",280.21
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",331.17
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",291.43
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",386.36
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",331.17
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",386.36
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",331.17
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",277.16
"Stainless Steel 304","online-metals",0.029,30,30,"Stainless Steel 304-L-30.000-W-30.000-T-0.029",247.95
"Stainless Steel 304","online-metals",0.029,36,30,"Stainless Steel 304-L-36.000-W-30.000-T-0.029",346.45
"Aluminum 7075-T6","online-metals",0.04,24,24,"Aluminum 7075-T6-L-24.000-W-24.000-T-0.040",35.05
"Aluminum 7075-T6","online-metals",0.04,48,12,"Aluminum 7075-T6-L-48.000-W-12.000-T-0.040",35.05
"Aluminum 7075-T6","online-metals",0.04,36,12,"Aluminum 7075-T6-L-36.000-W-12.000-T-0.040",28.07
"Aluminum 7075-T6","online-metals",0.04,24,12,"Aluminum 7075-T6-L-24.000-W-12.000-T-0.040",21.83
"Aluminum 7075-T6","online-metals",0.04,12,12,"Aluminum 7075-T6-L-12.000-W-12.000-T-0.040",11.3
"Aluminum 7075-T6","online-metals",0.032,48,36,"Aluminum 7075-T6-L-48.000-W-36.000-T-0.032",86.6
"Aluminum 7075-T6","online-metals",0.032,36,36,"Aluminum 7075-T6-L-36.000-W-36.000-T-0.032",68.12
"Aluminum 7075-T6","online-metals",0.032,48,24,"Aluminum 7075-T6-L-48.000-W-24.000-T-0.032",60.54
"Aluminum 7075-T6","online-metals",0.032,36,24,"Aluminum 7075-T6-L-36.000-W-24.000-T-0.032",46.45
"Aluminum 7075-T6","online-metals",0.032,24,24,"Aluminum 7075-T6-L-24.000-W-24.000-T-0.032",31.69
"Aluminum 7075-T6","online-metals",0.032,48,12,"Aluminum 7075-T6-L-48.000-W-12.000-T-0.032",31.69
"Aluminum 7075-T6","online-metals",0.032,36,12,"Aluminum 7075-T6-L-36.000-W-12.000-T-0.032",25.36
"Aluminum 7075-T6","online-metals",0.032,24,12,"Aluminum 7075-T6-L-24.000-W-12.000-T-0.032",19.7
"Aluminum 7075-T6","online-metals",0.032,12,12,"Aluminum 7075-T6-L-12.000-W-12.000-T-0.032",10.21
"Aluminum 7075-T6","online-metals",0.025,48,36,"Aluminum 7075-T6-L-48.000-W-36.000-T-0.025",72.57
"Aluminum 7075-T6","online-metals",0.025,36,36,"Aluminum 7075-T6-L-36.000-W-36.000-T-0.025",57.07
"Aluminum 7075-T6","online-metals",0.025,48,24,"Aluminum 7075-T6-L-48.000-W-24.000-T-0.025",50.74
"Aluminum 7075-T6","online-metals",0.025,36,24,"Aluminum 7075-T6-L-36.000-W-24.000-T-0.025",38.94
"Aluminum 7075-T6","online-metals",0.025,24,24,"Aluminum 7075-T6-L-24.000-W-24.000-T-0.025",26.56
"Aluminum 7075-T6","online-metals",0.025,48,12,"Aluminum 7075-T6-L-48.000-W-12.000-T-0.025",26.56
"Aluminum 7075-T6","online-metals",0.025,36,12,"Aluminum 7075-T6-L-36.000-W-12.000-T-0.025",21.25
"Aluminum 7075-T6","online-metals",0.025,24,12,"Aluminum 7075-T6-L-24.000-W-12.000-T-0.025",16.54
"Aluminum 7075-T6","online-metals",0.025,12,12,"Aluminum 7075-T6-L-12.000-W-12.000-T-0.025",8.57
"Aluminum 7075-T6","online-metals",0.02,48,36,"Aluminum 7075-T6-L-48.000-W-36.000-T-0.020",61.94
"Aluminum 7075-T6","online-metals",0.02,36,36,"Aluminum 7075-T6-L-36.000-W-36.000-T-0.020",48.73
"Aluminum 7075-T6","online-metals",0.02,48,24,"Aluminum 7075-T6-L-48.000-W-24.000-T-0.020",43.32
"Aluminum 7075-T6","online-metals",0.02,36,24,"Aluminum 7075-T6-L-36.000-W-24.000-T-0.020",33.24
"Aluminum 7075-T6","online-metals",0.02,24,24,"Aluminum 7075-T6-L-24.000-W-24.000-T-0.020",22.66
"Aluminum 7075-T6","online-metals",0.02,48,12,"Aluminum 7075-T6-L-48.000-W-12.000-T-0.020",22.66
"Aluminum 7075-T6","online-metals",0.02,36,12,"Aluminum 7075-T6-L-36.000-W-12.000-T-0.020",18.13
"Aluminum 7075-T6","online-metals",0.02,24,12,"Aluminum 7075-T6-L-24.000-W-12.000-T-0.020",14.09
"Aluminum 7075-T6","online-metals",0.02,12,12,"Aluminum 7075-T6-L-12.000-W-12.000-T-0.020",7.3
"Aluminum 5052-H32","online-metals",0.5,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.500",539.46
"Aluminum 5052-H32","online-metals",0.5,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.500",424.33
"Aluminum 5052-H32","online-metals",0.5,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.500",377.17
"Aluminum 5052-H32","online-metals",0.5,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.500",289.45
"Aluminum 5052-H32","online-metals",0.5,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.500",215.53
"Aluminum 5052-H32","online-metals",0.5,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.500",215.53
"Aluminum 5052-H32","online-metals",0.5,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.500",172.4
"Aluminum 5052-H32","online-metals",0.5,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.500",134.11
"Aluminum 5052-H32","online-metals",0.5,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.500",69.45
"Aluminum 5052-H32","online-metals",0.375,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.375",481.85
"Aluminum 5052-H32","online-metals",0.375,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.375",379.01
"Aluminum 5052-H32","online-metals",0.375,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.375",336.9
"Aluminum 5052-H32","online-metals",0.375,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.375",258.55
"Aluminum 5052-H32","online-metals",0.375,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.375",176.28
"Aluminum 5052-H32","online-metals",0.375,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.375",176.28
"Aluminum 5052-H32","online-metals",0.375,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.375",141.03
"Aluminum 5052-H32","online-metals",0.375,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.375",109.68
"Aluminum 5052-H32","online-metals",0.375,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.375",56.81
"Aluminum 5052-H32","online-metals",0.249,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.249",296.64
"Aluminum 5052-H32","online-metals",0.249,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.249",233.33
"Aluminum 5052-H32","online-metals",0.249,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.249",217.77
"Aluminum 5052-H32","online-metals",0.249,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.249",167.13
"Aluminum 5052-H32","online-metals",0.249,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.249",113.95
"Aluminum 5052-H32","online-metals",0.249,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.249",113.95
"Aluminum 5052-H32","online-metals",0.249,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.249",91.15
"Aluminum 5052-H32","online-metals",0.249,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.249",70.9
"Aluminum 5052-H32","online-metals",0.249,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.249",36.71
"Aluminum 5052-H32","online-metals",0.1875,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.188",162.09
"Aluminum 5052-H32","online-metals",0.1875,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.188",206.07
"Aluminum 5052-H32","online-metals",0.1875,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.188",110.57
"Aluminum 5052-H32","online-metals",0.1875,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.188",75.39
"Aluminum 5052-H32","online-metals",0.1875,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.188",144.09
"Aluminum 5052-H32","online-metals",0.1875,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.188",60.32
"Aluminum 5052-H32","online-metals",0.1875,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.188",24.29
"Aluminum 5052-H32","online-metals",0.1875,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.188",75.39
"Aluminum 5052-H32","online-metals",0.1875,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.188",46.91
"Aluminum 5052-H32","online-metals",0.125,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.125",116.85
"Aluminum 5052-H32","online-metals",0.125,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.125",148.56
"Aluminum 5052-H32","online-metals",0.125,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.125",103.87
"Aluminum 5052-H32","online-metals",0.125,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.125",79.71
"Aluminum 5052-H32","online-metals",0.125,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.125",54.35
"Aluminum 5052-H32","online-metals",0.125,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.125",33.81
"Aluminum 5052-H32","online-metals",0.125,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.125",17.51
"Aluminum 5052-H32","online-metals",0.125,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.125",43.48
"Aluminum 5052-H32","online-metals",0.125,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.125",54.35
"Aluminum 5052-H32","online-metals",0.1,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.100",119.61
"Aluminum 5052-H32","online-metals",0.1,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.100",94.08
"Aluminum 5052-H32","online-metals",0.1,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.100",83.62
"Aluminum 5052-H32","online-metals",0.1,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.100",64.18
"Aluminum 5052-H32","online-metals",0.1,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.100",43.76
"Aluminum 5052-H32","online-metals",0.1,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.100",43.76
"Aluminum 5052-H32","online-metals",0.1,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.100",35
"Aluminum 5052-H32","online-metals",0.1,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.100",27.23
"Aluminum 5052-H32","online-metals",0.1,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.100",14.1
"Aluminum 5052-H32","online-metals",0.09,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.090",82.33
"Aluminum 5052-H32","online-metals",0.09,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.090",64.77
"Aluminum 5052-H32","online-metals",0.09,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.090",57.56
"Aluminum 5052-H32","online-metals",0.09,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.090",44.17
"Aluminum 5052-H32","online-metals",0.09,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.090",30.11
"Aluminum 5052-H32","online-metals",0.09,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.090",9.71
"Aluminum 5052-H32","online-metals",0.09,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.090",30.11
"Aluminum 5052-H32","online-metals",0.09,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.090",18.75
"Aluminum 5052-H32","online-metals",0.09,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.090",24.08
"Aluminum 5052-H32","online-metals",0.08,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.080",75.39
"Aluminum 5052-H32","online-metals",0.08,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.080",59.3
"Aluminum 5052-H32","online-metals",0.08,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.080",52.7
"Aluminum 5052-H32","online-metals",0.08,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.080",40.44
"Aluminum 5052-H32","online-metals",0.08,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.080",27.6
"Aluminum 5052-H32","online-metals",0.08,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.080",22.05
"Aluminum 5052-H32","online-metals",0.08,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.080",17.18
"Aluminum 5052-H32","online-metals",0.08,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.080",27.6
"Aluminum 5052-H32","online-metals",0.08,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.080",8.88
"Aluminum 5052-H32","online-metals",0.063,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.063",44.87
"Aluminum 5052-H32","online-metals",0.063,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.063",57.04
"Aluminum 5052-H32","online-metals",0.063,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.063",20.87
"Aluminum 5052-H32","online-metals",0.063,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.063",39.89
"Aluminum 5052-H32","online-metals",0.063,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.063",30.61
"Aluminum 5052-H32","online-metals",0.063,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.063",12.99
"Aluminum 5052-H32","online-metals",0.063,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.063",6.73
"Aluminum 5052-H32","online-metals",0.063,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.063",16.69
"Aluminum 5052-H32","online-metals",0.063,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.063",20.87
"Aluminum 5052-H32","online-metals",0.05,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.050",47.64
"Aluminum 5052-H32","online-metals",0.05,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.050",60.56
"Aluminum 5052-H32","online-metals",0.05,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.050",22.16
"Aluminum 5052-H32","online-metals",0.05,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.050",42.35
"Aluminum 5052-H32","online-metals",0.05,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.050",32.5
"Aluminum 5052-H32","online-metals",0.05,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.050",22.16
"Aluminum 5052-H32","online-metals",0.05,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.050",13.78
"Aluminum 5052-H32","online-metals",0.05,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.050",7.14
"Aluminum 5052-H32","online-metals",0.05,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.050",17.73
"Aluminum 5052-H32","online-metals",0.04,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.040",45.17
"Aluminum 5052-H32","online-metals",0.04,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.040",57.42
"Aluminum 5052-H32","online-metals",0.04,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.040",40.15
"Aluminum 5052-H32","online-metals",0.04,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.040",30.81
"Aluminum 5052-H32","online-metals",0.04,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.040",21.01
"Aluminum 5052-H32","online-metals",0.04,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.040",16.81
"Aluminum 5052-H32","online-metals",0.04,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.040",6.77
"Aluminum 5052-H32","online-metals",0.04,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.040",13.07
"Aluminum 5052-H32","online-metals",0.04,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.040",21.01
"Aluminum 5052-H32","online-metals",0.032,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.032",38.2
"Aluminum 5052-H32","online-metals",0.032,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.032",30.04
"Aluminum 5052-H32","online-metals",0.032,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.032",13.98
"Aluminum 5052-H32","online-metals",0.032,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.032",20.5
"Aluminum 5052-H32","online-metals",0.032,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.032",26.71
"Aluminum 5052-H32","online-metals",0.032,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.032",13.98
"Aluminum 5052-H32","online-metals",0.032,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.032",11.18
"Aluminum 5052-H32","online-metals",0.032,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.032",8.7
"Aluminum 5052-H32","online-metals",0.032,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.032",4.5
"Aluminum 5052-H32","online-metals",0.025,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.025",24.27
"Aluminum 5052-H32","online-metals",0.025,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.025",30.85
"Aluminum 5052-H32","online-metals",0.025,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.025",11.29
"Aluminum 5052-H32","online-metals",0.025,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.025",21.56
"Aluminum 5052-H32","online-metals",0.025,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.025",16.55
"Aluminum 5052-H32","online-metals",0.025,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.025",11.29
"Aluminum 5052-H32","online-metals",0.025,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.025",7.02
"Aluminum 5052-H32","online-metals",0.025,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.025",3.64
"Aluminum 5052-H32","online-metals",0.025,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.025",9.03
"Aluminum 5052-H32","online-metals",0.02,48,36,"Aluminum 5052-H32-L-48.000-W-36.000-T-0.020",41.39
"Aluminum 5052-H32","online-metals",0.02,36,36,"Aluminum 5052-H32-L-36.000-W-36.000-T-0.020",32.56
"Aluminum 5052-H32","online-metals",0.02,48,24,"Aluminum 5052-H32-L-48.000-W-24.000-T-0.020",28.94
"Aluminum 5052-H32","online-metals",0.02,36,24,"Aluminum 5052-H32-L-36.000-W-24.000-T-0.020",22.2
"Aluminum 5052-H32","online-metals",0.02,24,24,"Aluminum 5052-H32-L-24.000-W-24.000-T-0.020",15.14
"Aluminum 5052-H32","online-metals",0.02,48,12,"Aluminum 5052-H32-L-48.000-W-12.000-T-0.020",15.14
"Aluminum 5052-H32","online-metals",0.02,36,12,"Aluminum 5052-H32-L-36.000-W-12.000-T-0.020",12.12
"Aluminum 5052-H32","online-metals",0.02,24,12,"Aluminum 5052-H32-L-24.000-W-12.000-T-0.020",9.43
"Aluminum 5052-H32","online-metals",0.02,12,12,"Aluminum 5052-H32-L-12.000-W-12.000-T-0.020",4.88
"Aluminum 6061-T6","online-metals",1,36,36,"Aluminum 6061-T6-L-36.000-W-36.000-T-1.000",754.85
"Aluminum 6061-T6","online-metals",1,36,24,"Aluminum 6061-T6-L-36.000-W-24.000-T-1.000",515.72
"Aluminum 6061-T6","online-metals",1,24,24,"Aluminum 6061-T6-L-24.000-W-24.000-T-1.000",352.78
"Aluminum 6061-T6","online-metals",1,48,24,"Aluminum 6061-T6-L-48.000-W-24.000-T-1.000",670.32
"Aluminum 6061-T6","online-metals",1,18,18,"Aluminum 6061-T6-L-18.000-W-18.000-T-1.000",248.25
"Aluminum 6061-T6","online-metals",1,36,12,"Aluminum 6061-T6-L-36.000-W-12.000-T-1.000",284.67
"Aluminum 6061-T6","online-metals",1,24,12,"Aluminum 6061-T6-L-24.000-W-12.000-T-1.000",225.2
"Aluminum 6061-T6","online-metals",1,48,12,"Aluminum 6061-T6-L-48.000-W-12.000-T-1.000",353.04
"Aluminum 6061-T6","online-metals",1,12,12,"Aluminum 6061-T6-L-12.000-W-12.000-T-1.000",138.4
"Aluminum 6061-T6","online-metals",0.875,48,36,"Aluminum 6061-T6-L-48.000-W-36.000-T-0.875",991.94
"Aluminum 6061-T6","online-metals",0.875,36,36,"Aluminum 6061-T6-L-36.000-W-36.000-T-0.875",780.24
"Aluminum 6061-T6","online-metals",0.875,48,24,"Aluminum 6061-T6-L-48.000-W-24.000-T-0.875",693.56
"Aluminum 6061-T6","online-metals",0.875,36,24,"Aluminum 6061-T6-L-36.000-W-24.000-T-0.875",532.26
"Aluminum 6061-T6","online-metals",0.875,24,24,"Aluminum 6061-T6-L-24.000-W-24.000-T-0.875",362.92
"Aluminum 6061-T6","online-metals",0.875,48,12,"Aluminum 6061-T6-L-48.000-W-12.000-T-0.875",362.92
"Aluminum 6061-T6","online-metals",0.875,36,12,"Aluminum 6061-T6-L-36.000-W-12.000-T-0.875",290.34
"Aluminum 6061-T6","online-metals",0.875,24,12,"Aluminum 6061-T6-L-24.000-W-12.000-T-0.875",225.81
"Aluminum 6061-T6","online-metals",0.875,12,12,"Aluminum 6061-T6-L-12.000-W-12.000-T-0.875",127.69
"Aluminum 6061-T6","online-metals",0.75,48,36,"Aluminum 6061-T6-L-48.000-W-36.000-T-0.750",788.15
"Aluminum 6061-T6","online-metals",0.75,36,36,"Aluminum 6061-T6-L-36.000-W-36.000-T-0.750",619.96
"Aluminum 6061-T6","online-metals",0.75,48,24,"Aluminum 6061-T6-L-48.000-W-24.000-T-0.750",551.08
"Aluminum 6061-T6","online-metals",0.75,36,24,"Aluminum 6061-T6-L-36.000-W-24.000-T-0.750",422.93
"Aluminum 6061-T6","online-metals",0.75,24,24,"Aluminum 6061-T6-L-24.000-W-24.000-T-0.750",288.36
"Aluminum 6061-T6","online-metals",0.75,18,18,"Aluminum 6061-T6-L-18.000-W-18.000-T-0.750",218.33
"Aluminum 6061-T6","online-metals",0.75,48,12,"Aluminum 6061-T6-L-48.000-W-12.000-T-0.750",288.36
"Aluminum 6061-T6","online-metals",0.75,36,12,"Aluminum 6061-T6-L-36.000-W-12.000-T-0.750",230.69
"Aluminum 6061-T6","online-metals",0.75,24,12,"Aluminum 6061-T6-L-24.000-W-12.000-T-0.750",212.01
"Aluminum 6061-T6","online-metals",0.75,12,12,"Aluminum 6061-T6-L-12.000-W-12.000-T-0.750",122.01
"Aluminum 6061-T6","online-metals",0.625,36,36,"Aluminum 6061-T6-L-36.000-W-36.000-T-0.625",469.13
"Aluminum 6061-T6","online-metals",0.625,24,24,"Aluminum 6061-T6-L-24.000-W-24.000-T-0.625",217.98
"Aluminum 6061-T6","online-metals",0.625,48,24,"Aluminum 6061-T6-L-48.000-W-24.000-T-0.625",417.11
"Aluminum 6061-T6","online-metals",0.625,36,24,"Aluminum 6061-T6-L-36.000-W-24.000-T-0.625",321.15
"Aluminum 6061-T6","online-metals",0.625,18,18,"Aluminum 6061-T6-L-18.000-W-18.000-T-0.625",182.63
